["#0000000040000002#","Vicinity","",1775526628]Welcome to AnarchyOnline
["#0000000040000001#","System","",1775526749]Sword attacked by Masked Commando!
["#000000004200000a#","Other hit by other","",1775526749]Biggi3 hit Ground Chief Aune for 1996 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526749]Ground Chief Aune was attacked with nanobots from Biggi3 for 124 points of melee damage.
["#0000000040000001#","System","",1775526749]Ranged Energy Weapons skill available.
["#000000004200000a#","Other hit by other","",1775526749]Biggi3's reflect shield hit Ground Chief Aune for 49 points of damage.
["#000000004200000a#","Other hit by other","",1775526749]Biggi3's damage shield hit Ground Chief Aune for 329 points of damage.
["#000000004200000a#","Other hit by other","",1775526749]Someone absorbed 1371 points of energy damage.
["#000000004200000a#","Other hit by other","",1775526749]Ground Chief Aune hit Biggi3 for 1961 points of energy damage.
["#0000000042000005#","You hit other with nano","",1775526750]You hit Ground Chief Aune with nanobots for 4268 points of projectile damage.
["#0000000040000001#","System","",1775526750]You successfully perform Nano Feast.
["#000000004200000a#","Other hit by other","",1775526750]Biggi3 hit Ground Chief Aune for 2250 points of melee damage.
["#0000000042000008#","You hit other","",1775526750]You hit Ground Chief Aune for 2759 points of projectile damage. Critical hit!
["#0000000042000004#","Other hit by nano","",1775526750]Ground Chief Aune was attacked with nanobots from Biggi3 for 1391 points of melee damage.
["#0000000040000001#","System","",1775526751]Briefcase attacked by Masked Commando!
["#0000000040000001#","System","",1775526751]Sword attacked by Masked Commando!
["#0000000040000001#","System","",1775526751]Briefcase attacked by Masked Commando!
["#0000000040000001#","System","",1775526751]Action is not available.
["#0000000040000001#","System","",1775526751]Unable to perform action Starfall perk is locked, able in 00:00:24
["#0000000040000001#","System","",1775526751]Action is not available.
["#0000000040000001#","System","",1775526751]Unable to perform action Pistol Mastery perk is locked, able in 00:00:35
["#0000000040000001#","System","",1775526751]Unable to perform action Pistol Mastery perk is locked, able in 00:01:23
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:59
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Light Artillery perk is locked, able in 00:01:56
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Nano Combat perk is locked, able in 00:01:03
["#0000000040000001#","System","",1775526751]Target is outside range.
["#0000000040000001#","System","",1775526751]Target is outside range.
["#0000000040000001#","System","",1775526751]You are already running this action!
["#0000000040000001#","System","",1775526751]Target must recently have Affected by Combust running!
["#0000000040000001#","System","",1775526751]Target must recently have Affected by Thermal Detonation running!
["#0000000040000001#","System","",1775526751]You are already running this action!
["#0000000040000001#","System","",1775526751]You are already running this action!
["#0000000040000001#","System","",1775526751]You are already running this action!
["#0000000040000001#","System","",1775526751]Please wait until previous action has finished.
["#0000000042000008#","You hit other","",1775526751]You hit Ground Chief Aune for 3582 points of Burst damage.
["#0000000040000001#","System","",1775526751]Action is not available.
["#0000000040000001#","System","",1775526751]Unable to perform action, Burst skill is locked, able in 00:00:09
["#0000000040000001#","System","",1775526751]Unable to perform action Starfall perk is locked, able in 00:00:24
["#0000000040000001#","System","",1775526751]Action is not available.
["#0000000040000001#","System","",1775526751]Unable to perform action Pistol Mastery perk is locked, able in 00:00:35
["#0000000040000001#","System","",1775526751]Unable to perform action Pistol Mastery perk is locked, able in 00:01:23
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:59
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Light Artillery perk is locked, able in 00:01:56
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Nano Combat perk is locked, able in 00:01:03
["#0000000040000001#","System","",1775526751]Target is outside range.
["#0000000040000001#","System","",1775526751]Target is outside range.
["#0000000042000008#","You hit other","",1775526751]You hit Ground Chief Aune for 2759 points of projectile damage. Critical hit!
["#0000000040000001#","System","",1775526751]You are already running this action!
["#0000000042000004#","Other hit by nano","",1775526751]Ground Chief Aune was attacked with nanobots from Biggi3 for 124 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526751]Ground Chief Aune was attacked with nanobots from Biggi3 for 937 points of melee damage.
["#0000000040000001#","System","",1775526751]Target must recently have Affected by Combust running!
["#0000000040000001#","System","",1775526751]Target must recently have Affected by Thermal Detonation running!
["#0000000040000001#","System","",1775526751]You are already running this action!
["#0000000040000001#","System","",1775526751]You are already running this action!
["#0000000040000001#","System","",1775526751]You are already running this action!
["#0000000040000001#","System","",1775526751]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526751]Fling Shot skill available.
["#0000000040000001#","System","",1775526751]Sword: You are within your pets range again.
["#0000000042000009#","Your pet hit by other","",1775526751]Briefcase hit Ground Chief Aune for 1495 points of melee damage.
["#0000000042000018#","Me Cast Nano","",1775526751]Executing Nano Program: Workplace Depression.
["#0000000042000018#","Me Cast Nano","",1775526751]Executing Nano Program: Intensify Stress.
["#0000000042000018#","Me Cast Nano","",1775526751]Your target countered the nano program.
["#0000000042000018#","Me Cast Nano","",1775526751]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526751]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526751]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775526751]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775526751]Unable to execute nano program. You can't execute this nano on the target.
["#0000000040000001#","System","",1775526751]Unable to perform action, Burst skill is locked, able in 00:00:09
["#0000000040000001#","System","",1775526751]Unable to perform action Starfall perk is locked, able in 00:00:24
["#0000000040000001#","System","",1775526751]Action is not available.
["#0000000040000001#","System","",1775526751]Unable to perform action Pistol Mastery perk is locked, able in 00:00:35
["#0000000040000001#","System","",1775526751]Unable to perform action Pistol Mastery perk is locked, able in 00:01:23
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:59
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Light Artillery perk is locked, able in 00:01:56
["#0000000040000001#","System","",1775526751]Unable to perform action Champion of Nano Combat perk is locked, able in 00:01:03
["#0000000040000001#","System","",1775526751]Target is outside range.
["#0000000040000001#","System","",1775526751]Must be in combat mode.
["#0000000040000001#","System","",1775526751]You're unable to perform this action; please check the requirements of the item.
["#0000000042000008#","You hit other","",1775526752]You hit Ground Chief Aune for 1791 points of Fling Shot damage.
["#0000000040000001#","System","",1775526752]You are already running this action!
["#0000000040000001#","System","",1775526752]Target must recently have Affected by Combust running!
["#0000000040000001#","System","",1775526752]Target must recently have Affected by Thermal Detonation running!
["#0000000040000001#","System","",1775526752]You are already running this action!
["#0000000040000001#","System","",1775526752]You are already running this action!
["#0000000040000001#","System","",1775526752]You are already running this action!
["#0000000040000001#","System","",1775526752]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526752]Briefcase: You are within your pets range again.
["#0000000040000001#","System","",1775526752]You successfully perform Bot Confinement.
["#0000000042000005#","You hit other with nano","",1775526752]You hit Ground Chief Aune with nanobots for 2915 points of projectile damage.
["#0000000042000018#","Me Cast Nano","",1775526752]Nano program executed successfully.
["#0000000040000001#","System","",1775526752]Item must be applied on a friendly target.
["#0000000040000001#","System","",1775526752]Target is outside range.
["#000000004200000a#","Other hit by other","",1775526752]Biggi3 hit Ground Chief Aune for 1996 points of melee damage.
["#0000000040000001#","System","",1775526752]Target is outside range.
["#0000000042000009#","Your pet hit by other","",1775526752]Sword hit Ground Chief Aune for 1239 points of radiation damage.
["#0000000040000001#","System","",1775526752]Target is outside range.
["#0000000042000009#","Your pet hit by other","",1775526752]Briefcase hit Ground Chief Aune for 3082 points of melee damage.
